checkpoint_collected,checkpoint_planned,checkpoint_status,citation_id,sample_id,question_id,question_text,pool,category,sampling_round,source_title,normalized_url,final_domain,source_type,accessible,published_date,authority_score,relevance_score,freshness_status,accessibility_result,accessibility_detail,accessibility_rule_id,authority_result,authority_detail,authority_rule_id,authority_authors,authority_publishers,relevance_result,relevance_detail,relevance_rule_id,title_coverage,question_coverage,answer_coverage,relevance_evidence_snippet,freshness_result,freshness_detail,freshness_rule_id,freshness_evidence_source,freshness_evidence_dates,frozen_source_date,rule_version
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C02,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,蝉圈圈达人营销官网-抖音/小红书/多平台达人营销种草一站式管理,https://kolkoc.com/,kolkoc.com,official_direct,pass,,,,unknown,pass,normal_access,ACC-PASS-HTTP2XX,pass,frozen_official_source_type,AUTH-PASS-FROZEN-OFFICIAL,[],[],unknown,content_insufficient,REL-UNKNOWN-CONTENT,0.0,0.0,0.0,蝉圈圈达人营销官网-抖音/快手/多平台达人营销种草一站式管理 蝉圈圈达人营销官网-抖音/快手/多平台达人营销种草一站式管理,unknown,date_missing,FRESH-UNKNOWN-MISSING,none,[],,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C03,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,"做达人分销你是否遇到过这些问题。热度云— —达人分销一站式解决系统,全部把控达人分销全流程管理,让达人分销更简单!!!#热度云 #达人带货",https://iesdouyin.com/share/video/7657013055365330534,iesdouyin.com,platform_official,unknown,2026-06-30,,,pass,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,pass,frozen_official_source_type,AUTH-PASS-FROZEN-OFFICIAL,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-06-30""]",2026-06-30,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C04,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,#达人建联系统#达人管理系统#达人CRM系统#达人分销系统#SOP标准化管理系统,https://iesdouyin.com/share/video/7553162458601442599,iesdouyin.com,platform_official,unknown,2025-09-23,,,pass,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,pass,frozen_official_source_type,AUTH-PASS-FROZEN-OFFICIAL,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2025-09-23""]",2025-09-23,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C05,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,快手直播赋能产品:达人营销助力品牌破圈增长,https://m.kuai-ad.com/jd/10506.html,m.kuai-ad.com,other,pass,2026-05-29,,,pass,pass,normal_access,ACC-PASS-HTTP2XX,pass,author_and_publisher_signals,AUTH-PASS-DUAL-IDENTITY,"[""快手广告代理商"",""巨宣网络""]","[""快手广告"",""巨宣网络""]",pass,threshold_match,REL-PASS-THRESHOLD,1.0,0.5,0.099246,快手直播赋能产品：达人营销助力品牌破圈增长 快手直播赋能产品：达人营销助力品牌破圈增长 您好,pass,within_12_months,FRESH-PASS-WINDOW,page_structured,"[""2026-05-29""]",2026-05-29,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C06,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,"达人精准匹配+UGC高效运营,TikTok One 新功能破解品牌营销难题-TikTok for Business 官网",https://tiktokforbusinessoutbound.com/blog/20231,tiktokforbusinessoutbound.com,other,unknown,2025-09-12,,,pass,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2025-09-12""]",2025-09-12,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C07,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,2026 年影响者营销的 12 大最佳 AI 工具,https://shortgenius.com/cn/blog/yingxiangzhe-yingxiao-ai-gongju,shortgenius.com,other,unknown,2026-04-04,,,pass,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-04-04""]",2026-04-04,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C08,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,"The 10 Best Influencer Marketing Tools in 2026 (Honest, Tested)",https://hypefy.ai/blog/best-influencer-marketing-tools,hypefy.ai,other,unknown,2026-05-28,,,pass,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-05-28""]",2026-05-28,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C09,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,"达人分销工具对比|第6期。本期内容深度对比品牌管理功能与品牌隔离功能,想了解更多其他内容的同行,可以看看我的主页 #蝉圈圈 #蝉圈圈多少钱 #热度云 #飞瓜智星 #达人分销",https://iesdouyin.com/share/video/7542825714278567219,iesdouyin.com,platform_official,unknown,2025-08-27,,,pass,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,pass,frozen_official_source_type,AUTH-PASS-FROZEN-OFFICIAL,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2025-08-27""]",2025-08-27,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C10,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,"达人分销工具对比|第7期。本期内容深度对比数据大屏功能与多维度数据看板功能,想了解更多其他内容的同行,可以看看我的主页 #飞瓜智星 #蝉圈圈 #热度云 #蝉圈圈多少钱 #达人分销",https://iesdouyin.com/share/video/7542826305788661002,iesdouyin.com,platform_official,unknown,2025-08-28,,,pass,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,pass,frozen_official_source_type,AUTH-PASS-FROZEN-OFFICIAL,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2025-08-28""]",2025-08-28,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C11,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,Top 10 Best Influencer CRM Software,https://creator-hero.com/blog/best-influencer-crm-software,creator-hero.com,other,unknown,2026-05-14,,,pass,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-05-14""]",2026-05-14,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C12,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,12 Best Upfluence Alternatives for 2026,https://shortimize.com/blog/upfluence-alternatives,shortimize.com,other,unknown,2026-03-04,,,pass,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-03-04""]",2026-03-04,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C13,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,MCN运营工具箱:9款神器助你实现精细化管理_mcn机构使用的 crm-CSDN博客,https://blog.csdn.net/2301_80919018/article/details/149595655,blog.csdn.net,other,pass,2026-07-25,,,fail,pass,normal_access,ACC-PASS-HTTP2XX,unknown,identity_evidence_insufficient,AUTH-UNKNOWN-INSUFFICIENT,"[""2301_80919018""]",[],pass,threshold_match,REL-PASS-THRESHOLD,0.88,0.5,0.221106,MCN运营工具箱：9款神器助你实现精细化管理_mcn管理系统-CSDN博客 MCN运营工具箱：9款神器助你实现精细化管理_mcn管理系统-CSDN博客 MCN运营工具箱：9款神器助你实现精细化管理 最新推荐文章于 2026-07-25 21:48:01 发布 原创 最新推荐文章于 2026-07-25 21:48:01 发布 · 783 阅读 · 10 · 20 · 本内容遵循CC 4.0 BY-SA版权协议 版权声明：本文为博主原创文章，遵循 CC 4.0 BY-SA 版权,fail,older_than_12_months,FRESH-FAIL-OLD,page_structured,"[""2025-07-24""]",2026-07-25,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C14,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,蝉圈圈、小青苔、热度云、飞瓜智星、哈士奇、悟空达人营销工具_管理_合作_团队,https://m.sohu.com/a/1051553711_122933722,m.sohu.com,media,unknown,2026-07-17,,,pass,unknown,robots_denied,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-07-17""]",2026-07-17,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C15,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,达人管理系统:MCN 机构一站式管控达人商单、寄样、对账全流程解决方案_样品_运营_企业化,https://m.sohu.com/a/1042553949_532463,m.sohu.com,media,unknown,2026-06-27,,,pass,unknown,robots_denied,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-06-27""]",2026-06-27,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C16,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,快手服务市场-快手电商官网,https://fuwu.kwaixiaodian.com/new/list?categoryL1=1862&categoryL2=4864,fuwu.kwaixiaodian.com,other,pass,,,,unknown,pass,normal_access,ACC-PASS-HTTP2XX,fail,anonymous_thin_content,AUTH-FAIL-ANONYMOUS-THIN,[],[],unknown,content_insufficient,REL-UNKNOWN-CONTENT,0.0,0.0,0.0,快手服务市场-快手电商官网 快手服务市场-快手电商官网,unknown,date_missing,FRESH-UNKNOWN-MISSING,none,[],,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C17,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,"抖音集星官网 - 「抖音集星」为机构提供一站式便捷高效的达人管理工具,包括但不限于机构与达人的绑定/解绑、分账结算、短视频/直播/商品/推广数据分析、纠纷仲裁、权限划分等功能保障机构和达人的权利义务,提升机构运营效率,规范行业生态 - 多多参谋",https://duoduocm.com/sites/20096.html,duoduocm.com,other,pass,2026-03-31,,,pass,pass,normal_access,ACC-PASS-HTTP2XX,pass,author_and_publisher_signals,AUTH-PASS-DUAL-IDENTITY,"[""lxseo""]","[""多多参谋""]",pass,threshold_match,REL-PASS-THRESHOLD,1.0,0.3,0.09799,抖音集星官网 - 「抖音集星」为机构提供一站式便捷高效的达人管理工具，包括但不限于机构与达人的绑定/解绑、分账结算、短视频/直播/商品/推广数据分析、纠纷仲裁、权限划分等功能保障机构和达人的权利义务，提升机构运营效率，规范行业生态 - 多多参谋 抖音集星官网 - 「抖音集星」为机构提供一站式便捷高效的达人管理工具，包括但不限于机构与达人的绑定/解绑、分账结算、短视频/直播/商品/推广数据分析、纠纷仲裁、权限划分等功能保障机构和达人的权利义务，提升机构运营效率，规范行业生态 -,pass,within_12_months,FRESH-PASS-WINDOW,page_explicit,"[""2026-03-03""]",2026-03-31,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C18,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,飞瓜智星 - AI创作导航 | 短视频与自媒体AI创作工具箱,https://cxgn.cn/en/fei-gua-zhi-xing,cxgn.cn,other,pass,2025-10-19,,,pass,pass,normal_access,ACC-PASS-HTTP2XX,pass,author_and_publisher_signals,AUTH-PASS-DUAL-IDENTITY,"[""AI创作导航""]","[""AI创作导航"",""飞瓜智星""]",pass,threshold_match,REL-PASS-THRESHOLD,0.578947,0.6,0.134422,飞瓜智星 | 官网入口 - 达人分销一站式智能管理平台 飞瓜智星 | 官网入口 - 达人分销一站式智能管理平台 AI创作导航 登录体验完整功能（收藏、点赞、评论等） — 已累计有 13407 人加入 立即登录 → AI创作导航 创作类 全品类 首页 工具广场 X 社区 AI养虾 分类 提交工具 意见反馈 游客 登录后可享受更多服务 立即登录 首页 分类 工具广场 我的收藏 个人中心 工具提交 登录 让AI触手可及，让应用激发潜能 搜索 AIPPT生成免费AI配音 AI智能音箱,pass,within_12_months,FRESH-PASS-WINDOW,page_structured,"[""2025-09-21"",""2026-05-30""]",2025-10-19,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C19,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,蝉圈圈达人营销CRM插件:一键解锁高效达人筛选与管理新体验 - 蝉圈圈,https://kolkoc.com/news/740.html,kolkoc.com,official_direct,unknown,2025-10-13,,,pass,unknown,transient_or_technical,ACC-UNKNOWN-HTTP5XX,pass,frozen_official_source_type,AUTH-PASS-FROZEN-OFFICIAL,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2025-10-13""]",2025-10-13,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C20,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,巨量云图/巨量百应 - 抖音品牌营销数据分析|达人带货管理平台,https://oceanengine2.aiproducthub.cn/,oceanengine2.aiproducthub.cn,other,pass,,,,unknown,pass,normal_access,ACC-PASS-HTTP2XX,unknown,identity_evidence_insufficient,AUTH-UNKNOWN-INSUFFICIENT,"[""AI产品库""]",[],pass,threshold_match,REL-PASS-THRESHOLD,1.0,0.5,0.159548,巨量云图/巨量百应 - 抖音品牌营销数据分析｜达人带货管理平台 巨量云图/巨量百应 - 抖音品牌营销数据分析｜达人带货管理平台 AI产品库 > 巨量云图/巨量百应 巨量云图/巨量百应 巨量云图(oceanengine.com)是巨量引擎旗下的品牌营销数据分析平台——提供品牌资产/人群洞察/内容分析/投后度量等数据能力,unknown,date_missing,FRESH-UNKNOWN-MISSING,none,[],,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C21,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,"因赛集团:上线国内首个to集团级客户的达人投放AI应用,破解营销困局 - 新闻详情 - 广东因赛品牌营销集团股份有限公司",http://gdinsight.com/detail/id/540.html,gdinsight.com,other,unknown,2025-07-24,,,fail,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,fail,older_than_12_months,FRESH-FAIL-OLD,frozen_source_table,"[""2025-07-24""]",2025-07-24,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0134-C22,CQ-S-20260805-O1-Q0134,CQ-Q0134,品牌达人营销用什么系统?,清洗版补充池,业务场景问题,other_round_1,达人开放平台接入指引(星火计划小程序任务) | 快手小程序文档,https://open.kuaishou.com/docs/develop/functionAccessGuide/sparkProject.html,open.kuaishou.com,platform_official,pass,2025-10-31,,,pass,pass,normal_access,ACC-PASS-HTTP2XX,pass,frozen_official_source_type,AUTH-PASS-FROZEN-OFFICIAL,[],[],unknown,content_insufficient,REL-UNKNOWN-CONTENT,0.0,0.0,0.0,快手小程序 快手小程序,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2025-10-31""]",2025-10-31,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0135-C01,CQ-S-20260805-O1-Q0135,CQ-Q0135,品牌达播如何降本增效、减少样品浪费?,清洗版补充池,业务场景问题,other_round_1,别再浪费样品!我敢说95%的品牌都不知道的达播降本增效玩法 - 蝉圈圈,https://kolkoc.com/news/803.html,kolkoc.com,official_direct,pass,2025-10-17,,,pass,pass,normal_access,ACC-PASS-HTTP2XX,pass,frozen_official_source_type,AUTH-PASS-FROZEN-OFFICIAL,[],"[""蝉圈圈-达播学习圈""]",pass,threshold_match,REL-PASS-THRESHOLD,1.0,0.666667,0.113177,我敢说95%的品牌都不知道的达播降本增效玩法 - 蝉圈圈 蝉圈圈-达播学习圈   首页 品牌案例 品牌访谈 实操干货 营销资讯 当前位置： 蝉圈圈-达播学习圈 » 实操干货 » 别再浪费样品,pass,within_12_months,FRESH-PASS-WINDOW,page_explicit,"[""2025-09-01"",""2025-09-02"",""2025-10-01"",""2025-10-03""]",2025-10-17,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0135-C02,CQ-S-20260805-O1-Q0135,CQ-Q0135,品牌达播如何降本增效、减少样品浪费?,清洗版补充池,业务场景问题,other_round_1,"别再自己找货了,主播达人需要的供应链平台长这样_直播_选品_结算",https://biznews.sohu.com/a/1051211800_120328394,biznews.sohu.com,media,unknown,2026-07-16,,,pass,unknown,robots_denied,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-07-16""]",2026-07-16,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0135-C03,CQ-S-20260805-O1-Q0135,CQ-Q0135,品牌达播如何降本增效、减少样品浪费?,清洗版补充池,业务场景问题,other_round_1,如何做好小红书达播BD? | 人人都是产品经理,https://woshipm.com/share/6389874.html,woshipm.com,other,pass,,,,pass,pass,normal_access,ACC-PASS-HTTP2XX,unknown,identity_evidence_insufficient,AUTH-UNKNOWN-INSUFFICIENT,"[""林卿LinQ.""]",[],pass,threshold_match,REL-PASS-THRESHOLD,1.0,0.266667,0.108327,– 人人都是产品经理 如何做好小红书达播BD,pass,within_12_months,FRESH-PASS-WINDOW,page_structured,"[""2026-05-07""]",,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0135-C04,CQ-S-20260805-O1-Q0135,CQ-Q0135,品牌达播如何降本增效、减少样品浪费?,清洗版补充池,业务场景问题,other_round_1,抖音电商学习中心,https://school.jinritemai.com/doudian/wap/course-series/cJbCdWwPEmjF/cJbCdWwPEmjFlJd3BY3Lvhzs?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,school.jinritemai.com,other,unknown,2025-12-31,,,pass,unknown,content_insufficient,ACC-UNKNOWN-CONTENT,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2025-12-31""]",2025-12-31,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0135-C05,CQ-S-20260805-O1-Q0135,CQ-Q0135,品牌达播如何降本增效、减少样品浪费?,清洗版补充池,业务场景问题,other_round_1,KOX社媒营销_品牌自播与KOX达播的协同效应最大化策略_DIA-数皆智能,https://diact.com/wp/archives/16063,diact.com,other,pass,2025-12-05,,,pass,pass,normal_access,ACC-PASS-HTTP2XX,pass,author_and_publisher_signals,AUTH-PASS-DUAL-IDENTITY,"[""DIA数皆智能""]","[""DIA-数皆智能""]",pass,threshold_match,REL-PASS-THRESHOLD,1.0,0.2,0.102668,品牌自播与KOX达播的协同效应最大化策略 KOX社媒营销_品牌自播与KOX达播的协同效应最大化策略_DIA-数皆智能 首页 产品 VoC 客户之声 CEM 客户体验管理 Social Listening 社媒聆听 KOL 达人传播和洞察 KOC 孵化和种草 CDP 客户数据平台 MA 营销自动化 SCRM 社会化客户关系管理 CMS 内容管理平台 秒算引擎 服务 KOL 投放管理 KOC 社媒运营 KOL 投放评估 Social Listening 社媒聆听 线索运营 会员运,pass,within_12_months,FRESH-PASS-WINDOW,page_structured,"[""2025-12-05"",""2026-03-04""]",2025-12-05,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0135-C06,CQ-S-20260805-O1-Q0135,CQ-Q0135,品牌达播如何降本增效、减少样品浪费?,清洗版补充池,业务场景问题,other_round_1,"从成交到结算,抖音电商推动达人经营走向精细化 - 电商派",https://pai.com.cn/p/01ktjck8ps67yvzc313wqnsjxt,pai.com.cn,other,pass,2026-06-08,,,unknown,pass,normal_access,ACC-PASS-HTTP2XX,unknown,identity_evidence_insufficient,AUTH-UNKNOWN-INSUFFICIENT,[],[],pass,threshold_match,REL-PASS-THRESHOLD,1.0,0.2,0.133387,从成交到结算，抖音电商推动达人经营走向精细化 从成交到结算，抖音电商推动达人经营走向精细化 - 电商派首页快讯观察Toggle theme从成交到结算，抖音电商推动达人经营走向精细化电商头条2026-06-08 10:03结算GMV，达人长效盈利的新引擎,unknown,date_conflict_or_future,FRESH-UNKNOWN-CONFLICT,page_explicit,"[""2023-01-03"",""2023-04-06"",""2025-11-02"",""2025-12-01"",""2026-06-08""]",2026-06-08,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0135-C07,CQ-S-20260805-O1-Q0135,CQ-Q0135,品牌达播如何降本增效、减少样品浪费?,清洗版补充池,业务场景问题,other_round_1,基于墨尘系统的直播电商客户样品管理全流程方案 - 深圳墨尘贸易有限公司,http://mochends.com/news/301076.html,mochends.com,other,unknown,2026-06-22,,,pass,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-06-22""]",2026-06-22,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0135-C08,CQ-S-20260805-O1-Q0135,CQ-Q0135,品牌达播如何降本增效、减少样品浪费?,清洗版补充池,业务场景问题,other_round_1,"TikTok Shop新政:达人“先购后退”遏止白嫖,保障商家权益_样品_合作_销量",https://sohu.com/a/892383190_122409587,sohu.com,media,unknown,2025-05-06,,,fail,unknown,robots_denied,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,fail,older_than_12_months,FRESH-FAIL-OLD,frozen_source_table,"[""2025-05-06""]",2025-05-06,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-O1-Q0135-C09,CQ-S-20260805-O1-Q0135,CQ-Q0135,品牌达播如何降本增效、减少样品浪费?,清洗版补充池,业务场景问题,other_round_1,TikTok Shop如何向达人寄送样品的几种方式 - TikTok问答中心-TKTOC跨境导航,https://tktoc.com/ask/67099.html,tktoc.com,other,pass,,,,fail,pass,normal_access,ACC-PASS-HTTP2XX,unknown,identity_evidence_insufficient,AUTH-UNKNOWN-INSUFFICIENT,[],"[""TKTOC跨境导航""]",pass,threshold_match,REL-PASS-THRESHOLD,1.0,0.4,0.135004,TikTok Shop如何向达人寄送样品的几种方式 - TikTok问答中心-TKTOC跨境导航 TikTok Shop如何向达人寄送样品的几种方式 - TikTok问答中心-TKTOC跨境导航 合作福利黑名单头条资讯 TikTok头条 出海快讯 海外营销 广告开户 商务合作 社区&问答 达人黑名单 TKTOC学院 TikTok风向标未登录登录后即可体验更多功能登录注册找回密码官方入口 TikTok Shop后台 官方平台 帮助中心 代理IP 网络工具 科学网络 TikTok,fail,older_than_12_months,FRESH-FAIL-OLD,page_explicit,"[""2025-07-03""]",,CQQ-CITATION-QUALITY-V1-20260807
