citation_id,batch_id,sample_id,question_id,source_title,raw_url,normalized_url,final_url,source_group,captured_at,article_key,platform,registry_id,account_name,account_type,confidence,match_basis
CIT-R3-Q0032-D2-R1-03,第三轮全量576采样,R3-Q0032-D2-R1,Q0032,蝉妈妈短视频数据口径怎么查?运营核验指南_拆解_后台_工具,https://m.sohu.com/a/1071486163_122634602/,https://m.sohu.com/a/1071486163_122634602,https://m.sohu.com/a/1071486163_122634602,other,2026-09-08T02:15:17.678Z,sohu:1071486163_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0032-D2-R1-14,第三轮全量576采样,R3-Q0032-D2-R1,Q0032,蝉妈妈实时数据延迟多久?直播运营看懂预估口径_商品_罗盘_后台,https://m.sohu.com/a/1051034164_122634602/,https://m.sohu.com/a/1051034164_122634602,https://m.sohu.com/a/1051034164_122634602,other,2026-09-08T02:15:17.678Z,sohu:1051034164_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0033-D2-R1-09,第三轮全量576采样,R3-Q0033-D2-R1,Q0033,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-08T02:15:18.589Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0034-D2-R1-03,第三轮全量576采样,R3-Q0034-D2-R1,Q0034,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-08T02:15:19.409Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0034-D2-R1-20,第三轮全量576采样,R3-Q0034-D2-R1,Q0034,蝉妈妈实时数据延迟多久?直播运营看懂预估口径_商品_罗盘_后台,https://m.sohu.com/a/1051034164_122634602/,https://m.sohu.com/a/1051034164_122634602,https://m.sohu.com/a/1051034164_122634602,other,2026-09-08T02:15:19.409Z,sohu:1051034164_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0034-D2-R1-21,第三轮全量576采样,R3-Q0034-D2-R1,Q0034,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-08T02:15:19.409Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0035-D2-R1-11,第三轮全量576采样,R3-Q0035-D2-R1,Q0035,竞品监控指标怎么看?蝉妈妈拆解数据颗粒度差异_直播_流量_品牌,https://m.sohu.com/a/1068378143_122634602/,https://m.sohu.com/a/1068378143_122634602,https://m.sohu.com/a/1068378143_122634602,other,2026-09-08T02:15:20.296Z,sohu:1068378143_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0036-D2-R1-04,第三轮全量576采样,R3-Q0036-D2-R1,Q0036,靠谱的抖音数据分析服务商实力梳理与选型参考_行业_决策风险_支持,https://m.sohu.com/a/997726860_122634602/,https://m.sohu.com/a/997726860_122634602,https://m.sohu.com/a/997726860_122634602,other,2026-09-08T02:15:21.078Z,sohu:997726860_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0037-D2-R1-09,第三轮全量576采样,R3-Q0037-D2-R1,Q0037,竞品监控指标怎么看?蝉妈妈拆解数据颗粒度差异_直播_流量_品牌,https://m.sohu.com/a/1068378143_122634602/,https://m.sohu.com/a/1068378143_122634602,https://m.sohu.com/a/1068378143_122634602,other,2026-09-08T02:15:21.915Z,sohu:1068378143_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0037-D2-R1-10,第三轮全量576采样,R3-Q0037-D2-R1,Q0037,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-08T02:15:21.915Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0040-D2-R1-04,第三轮全量576采样,R3-Q0040-D2-R1,Q0040,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-08T02:15:24.768Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0040-D2-R1-07,第三轮全量576采样,R3-Q0040-D2-R1,Q0040,蝉妈妈实时数据延迟多久?直播运营看懂预估口径_商品_罗盘_后台,https://m.sohu.com/a/1051034164_122634602/,https://m.sohu.com/a/1051034164_122634602,https://m.sohu.com/a/1051034164_122634602,other,2026-09-08T02:15:24.768Z,sohu:1051034164_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0040-D2-R1-09,第三轮全量576采样,R3-Q0040-D2-R1,Q0040,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-08T02:15:24.768Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0040-D2-R1-19,第三轮全量576采样,R3-Q0040-D2-R1,Q0040,竞品监控指标怎么看?蝉妈妈拆解数据颗粒度差异_直播_流量_品牌,https://m.sohu.com/a/1068378143_122634602/,https://m.sohu.com/a/1068378143_122634602,https://m.sohu.com/a/1068378143_122634602,other,2026-09-08T02:15:24.768Z,sohu:1068378143_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0040-D2-R1-28,第三轮全量576采样,R3-Q0040-D2-R1,Q0040,蝉妈妈数据与抖店后台怎么交叉验证?电商运营实操指南_直播_趋势_结算,https://m.sohu.com/a/1056537027_122634602/,https://m.sohu.com/a/1056537027_122634602,https://m.sohu.com/a/1056537027_122634602,other,2026-09-08T02:15:24.768Z,sohu:1056537027_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0041-D2-R1-11,第三轮全量576采样,R3-Q0041-D2-R1,Q0041,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-08T02:15:25.582Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0042-D2-R1-14,第三轮全量576采样,R3-Q0042-D2-R1,Q0042,蝉妈妈分析素材转化率，千川投手3步定位投流问题_直播_视频_拆解,https://m.sohu.com/a/1054127780_122634602/,https://m.sohu.com/a/1054127780_122634602,https://m.sohu.com/a/1054127780_122634602,other,2026-09-08T02:15:26.435Z,sohu:1054127780_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0044-D2-R1-16,第三轮全量576采样,R3-Q0044-D2-R1,Q0044,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-08T02:15:28.964Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0047-D2-R1-08,第三轮全量576采样,R3-Q0047-D2-R1,Q0047,运营怎么查抖音电商数据?蝉妈妈深度分析攻略_模块_商品_直播,https://m.sohu.com/a/1044308750_122634602/,https://m.sohu.com/a/1044308750_122634602,https://m.sohu.com/a/1044308750_122634602,other,2026-09-08T02:15:31.708Z,sohu:1044308750_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0047-D2-R1-21,第三轮全量576采样,R3-Q0047-D2-R1,Q0047,抖音免佣政策怎么复盘?电商运营盯这4张表_商品_妈妈_商家,https://m.sohu.com/a/1065769547_122634602/,https://m.sohu.com/a/1065769547_122634602,https://m.sohu.com/a/1065769547_122634602,other,2026-09-08T02:15:31.708Z,sohu:1065769547_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0048-D2-R1-02,第三轮全量576采样,R3-Q0048-D2-R1,Q0048,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-08T02:15:32.783Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0048-D2-R1-14,第三轮全量576采样,R3-Q0048-D2-R1,Q0048,蝉妈妈数据与抖店后台怎么交叉验证?电商运营实操指南_直播_趋势_结算,https://m.sohu.com/a/1056537027_122634602/,https://m.sohu.com/a/1056537027_122634602,https://m.sohu.com/a/1056537027_122634602,other,2026-09-08T02:15:32.783Z,sohu:1056537027_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0050-D2-R1-03,第三轮全量576采样,R3-Q0050-D2-R1,Q0050,蝉妈妈数据与抖店后台怎么交叉验证?电商运营实操指南_直播_趋势_结算,https://m.sohu.com/a/1056537027_122634602/,https://m.sohu.com/a/1056537027_122634602,https://m.sohu.com/a/1056537027_122634602,other,2026-09-08T02:15:34.707Z,sohu:1056537027_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0050-D2-R1-09,第三轮全量576采样,R3-Q0050-D2-R1,Q0050,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-08T02:15:34.707Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0051-D2-R1-04,第三轮全量576采样,R3-Q0051-D2-R1,Q0051,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-08T02:15:35.745Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0051-D2-R1-05,第三轮全量576采样,R3-Q0051-D2-R1,Q0051,蝉妈妈短视频数据口径怎么查?运营核验指南_拆解_后台_工具,https://m.sohu.com/a/1071486163_122634602/,https://m.sohu.com/a/1071486163_122634602,https://m.sohu.com/a/1071486163_122634602,other,2026-09-08T02:15:35.745Z,sohu:1071486163_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0053-D2-R1-16,第三轮全量576采样,R3-Q0053-D2-R1,Q0053,服饰商家如何监控竞品上新与直播排品?蝉妈妈实操指南_动态数据_销量_商品,https://m.sohu.com/a/1055327048_122634602/,https://m.sohu.com/a/1055327048_122634602,https://m.sohu.com/a/1055327048_122634602,other,2026-09-08T02:15:37.831Z,sohu:1055327048_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0054-D2-R1-06,第三轮全量576采样,R3-Q0054-D2-R1,Q0054,电商运营怎么查抖音直播带货达人数据与爆款选品?5个技巧用蝉妈妈数据分析平台实操指南_实时_品牌,https://m.sohu.com/a/1037959074_122634602/,https://m.sohu.com/a/1037959074_122634602,https://m.sohu.com/a/1037959074_122634602,other,2026-09-08T02:15:38.690Z,sohu:1037959074_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0055-D2-R1-02,第三轮全量576采样,R3-Q0055-D2-R1,Q0055,电商团队协作如何选数据工具?揭秘抖音运营高效协作的3个核心要点_直播_ChanClaw_分析,https://m.sohu.com/a/1038474622_122634602/,https://m.sohu.com/a/1038474622_122634602,https://m.sohu.com/a/1038474622_122634602,other,2026-09-08T02:15:39.549Z,sohu:1038474622_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0055-D2-R1-13,第三轮全量576采样,R3-Q0055-D2-R1,Q0055,运营怎么查抖音电商数据?蝉妈妈深度分析攻略_模块_商品_直播,https://m.sohu.com/a/1044308750_122634602/,https://m.sohu.com/a/1044308750_122634602,https://m.sohu.com/a/1044308750_122634602,other,2026-09-08T02:15:39.549Z,sohu:1044308750_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0056-D2-R1-04,第三轮全量576采样,R3-Q0056-D2-R1,Q0056,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-08T02:15:40.465Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0056-D2-R1-07,第三轮全量576采样,R3-Q0056-D2-R1,Q0056,蝉妈妈实时数据延迟多久?直播运营看懂预估口径_商品_罗盘_后台,https://m.sohu.com/a/1051034164_122634602/,https://m.sohu.com/a/1051034164_122634602,https://m.sohu.com/a/1051034164_122634602,other,2026-09-08T02:15:40.465Z,sohu:1051034164_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0058-D2-R1-16,第三轮全量576采样,R3-Q0058-D2-R1,Q0058,蝉妈妈查带货视频GMV?4步拆解转化漏斗_数据_分析_商品,https://m.sohu.com/a/1070834907_122634602/,https://m.sohu.com/a/1070834907_122634602,https://m.sohu.com/a/1070834907_122634602,other,2026-09-08T02:15:42.057Z,sohu:1070834907_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0060-D2-R1-13,第三轮全量576采样,R3-Q0060-D2-R1,Q0060,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-08T02:15:43.880Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0060-D2-R1-19,第三轮全量576采样,R3-Q0060-D2-R1,Q0060,短视频流量下滑怎么复盘?短视频运营核心指标拆解_内容_用户_数据,https://m.sohu.com/a/1053665403_122634602/,https://m.sohu.com/a/1053665403_122634602,https://m.sohu.com/a/1053665403_122634602,other,2026-09-08T02:15:43.880Z,sohu:1053665403_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0060-D2-R1-24,第三轮全量576采样,R3-Q0060-D2-R1,Q0060,投放诊断:快速定位人群、素材或货品问题_分析_商品_数据,https://m.sohu.com/a/1032693860_122634602/,https://m.sohu.com/a/1032693860_122634602,https://m.sohu.com/a/1032693860_122634602,other,2026-09-08T02:15:43.880Z,sohu:1032693860_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0061-D2-R1-11,第三轮全量576采样,R3-Q0061-D2-R1,Q0061,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-08T02:15:44.665Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0062-D2-R1-02,第三轮全量576采样,R3-Q0062-D2-R1,Q0062,中小商家抖音电商大促爆单必学宝典:一个视频带你走出流量困境_直播_数据_ChanClaw,https://m.sohu.com/a/1029396140_122634602/,https://m.sohu.com/a/1029396140_122634602,https://m.sohu.com/a/1029396140_122634602,other,2026-09-08T02:15:45.528Z,sohu:1029396140_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0064-D2-R1-04,第三轮全量576采样,R3-Q0064-D2-R1,Q0064,蝉妈妈短视频数据口径怎么查?运营核验指南_拆解_后台_工具,https://m.sohu.com/a/1071486163_122634602/,https://m.sohu.com/a/1071486163_122634602,https://m.sohu.com/a/1071486163_122634602,other,2026-09-08T02:15:48.388Z,sohu:1071486163_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0064-D2-R1-14,第三轮全量576采样,R3-Q0064-D2-R1,Q0064,达人种草爆款怎么查?蝉妈妈拆解高潜视频_数据_内容_进行,https://m.sohu.com/a/1048368670_122634602/,https://m.sohu.com/a/1048368670_122634602,https://m.sohu.com/a/1048368670_122634602,other,2026-09-08T02:15:48.388Z,sohu:1048368670_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0066-D2-R1-14,第三轮全量576采样,R3-Q0066-D2-R1,Q0066,蝉妈妈飞瓜直播数据差异?直播运营拆解核心逻辑_电商数据观察员,http://m.toutiao.com/group/7668133227206345250/,https://m.toutiao.com/group/7668133227206345250,https://m.toutiao.com/group/7668133227206345250,other,2026-09-08T02:15:50.049Z,toutiao:7668133227206345250,Toutiao,toutiao-dianshang-data-observer,电商数据观察员,员工号,high,content_id_in_account_snapshot
CIT-R3-Q0066-D2-R1-16,第三轮全量576采样,R3-Q0066-D2-R1,Q0066,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-08T02:15:50.049Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0067-D2-R1-04,第三轮全量576采样,R3-Q0067-D2-R1,Q0067,不用花钱也能做抖音电商数据运营?蝉妈妈免费功能实战用法_商品_直播_详情页,https://m.sohu.com/a/1041328285_122634602/,https://m.sohu.com/a/1041328285_122634602,https://m.sohu.com/a/1041328285_122634602,other,2026-09-08T02:15:51.029Z,sohu:1041328285_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0068-D2-R1-23,第三轮全量576采样,R3-Q0068-D2-R1,Q0068,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-08T02:15:52.369Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0070-D2-R1-01,第三轮全量576采样,R3-Q0070-D2-R1,Q0070,电商团队协作如何选数据工具?揭秘抖音运营高效协作的3个核心要点_直播_ChanClaw_分析,https://m.sohu.com/a/1038474622_122634602/,https://m.sohu.com/a/1038474622_122634602,https://m.sohu.com/a/1038474622_122634602,other,2026-09-08T02:15:54.457Z,sohu:1038474622_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0070-D2-R1-14,第三轮全量576采样,R3-Q0070-D2-R1,Q0070,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-08T02:15:54.457Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0071-D2-R1-12,第三轮全量576采样,R3-Q0071-D2-R1,Q0071,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-08T02:15:55.321Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0072-D2-R1-02,第三轮全量576采样,R3-Q0072-D2-R1,Q0072,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-08T02:15:56.203Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0072-D2-R1-05,第三轮全量576采样,R3-Q0072-D2-R1,Q0072,蝉妈妈短视频数据口径怎么查?运营核验指南_拆解_后台_工具,https://m.sohu.com/a/1071486163_122634602/,https://m.sohu.com/a/1071486163_122634602,https://m.sohu.com/a/1071486163_122634602,other,2026-09-08T02:15:56.203Z,sohu:1071486163_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0072-D2-R1-18,第三轮全量576采样,R3-Q0072-D2-R1,Q0072,蝉妈妈达人筛选口径与核验方法，抖音运营实操_数据_拆解_账号,https://m.sohu.com/a/1067199341_122634602/,https://m.sohu.com/a/1067199341_122634602,https://m.sohu.com/a/1067199341_122634602,other,2026-09-08T02:15:56.203Z,sohu:1067199341_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0074-D2-R1-04,第三轮全量576采样,R3-Q0074-D2-R1,Q0074,蝉妈妈数据与抖店后台怎么交叉验证?电商运营实操指南_直播_趋势_结算,https://m.sohu.com/a/1056537027_122634602/,https://m.sohu.com/a/1056537027_122634602,https://m.sohu.com/a/1056537027_122634602,other,2026-09-08T02:15:58.277Z,sohu:1056537027_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0074-D2-R1-15,第三轮全量576采样,R3-Q0074-D2-R1,Q0074,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-08T02:15:58.277Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0076-D2-R1-09,第三轮全量576采样,R3-Q0076-D2-R1,Q0076,竞品监控指标怎么看?蝉妈妈拆解数据颗粒度差异_直播_流量_品牌,https://m.sohu.com/a/1068378143_122634602/,https://m.sohu.com/a/1068378143_122634602,https://m.sohu.com/a/1068378143_122634602,other,2026-09-08T02:15:59.833Z,sohu:1068378143_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0077-D2-R1-01,第三轮全量576采样,R3-Q0077-D2-R1,Q0077,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-08T02:16:00.873Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0077-D2-R1-07,第三轮全量576采样,R3-Q0077-D2-R1,Q0077,竞品监控指标怎么看?蝉妈妈拆解数据颗粒度差异_直播_流量_品牌,https://m.sohu.com/a/1068378143_122634602/,https://m.sohu.com/a/1068378143_122634602,https://m.sohu.com/a/1068378143_122634602,other,2026-09-08T02:16:00.873Z,sohu:1068378143_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0078-D2-R1-15,第三轮全量576采样,R3-Q0078-D2-R1,Q0078,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-08T02:16:01.753Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0080-D2-R1-01,第三轮全量576采样,R3-Q0080-D2-R1,Q0080,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-08T02:16:11.693Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0081-D2-R1-14,第三轮全量576采样,R3-Q0081-D2-R1,Q0081,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-08T02:16:12.866Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0082-D2-R1-01,第三轮全量576采样,R3-Q0082-D2-R1,Q0082,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-08T02:16:13.686Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0082-D2-R1-06,第三轮全量576采样,R3-Q0082-D2-R1,Q0082,蝉妈妈数据与抖店后台怎么交叉验证?电商运营实操指南_直播_趋势_结算,https://m.sohu.com/a/1056537027_122634602/,https://m.sohu.com/a/1056537027_122634602,https://m.sohu.com/a/1056537027_122634602,other,2026-09-08T02:16:13.686Z,sohu:1056537027_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0079-D2-R1-06,第三轮全量576采样,R3-Q0079-D2-R1,Q0079,电商团队协作如何选数据工具?揭秘抖音运营高效协作的3个核心要点_直播_ChanClaw_分析,https://m.sohu.com/a/1038474622_122634602/,https://m.sohu.com/a/1038474622_122634602,https://m.sohu.com/a/1038474622_122634602,other,2026-09-08T02:16:14.711Z,sohu:1038474622_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0084-D2-R1-16,第三轮全量576采样,R3-Q0084-D2-R1,Q0084,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-08T02:28:07.883Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
