citation_id,sample_id,question_id,question,category,source_name,source_type,normalized_url,domain,raw_mentions
CMCR-CIT-920589038547482978B0B0FF,CMCR-CMP-20260819-C2-Q0052,CMCR-Q0052,电商内容团队的编导写脚本，应该先看哪些爆款拆解维度？,业务场景问题,人人都是产品经理,other,https://woshipm.com/share/6423289.html,woshipm.com,1
CMCR-CIT-0C65CFCAA697280884A741EB,CMCR-CMP-20260819-C2-Q0052,CMCR-Q0052,电商内容团队的编导写脚本，应该先看哪些爆款拆解维度？,业务场景问题,搜狐,media,https://m.sohu.com/a/1064020874_122634602,m.sohu.com,1
CMCR-CIT-0D92102B2B13A21E9DE004B9,CMCR-CMP-20260819-C2-Q0052,CMCR-Q0052,电商内容团队的编导写脚本，应该先看哪些爆款拆解维度？,业务场景问题,快手好物推荐|快手好抖音粉丝平台 全网最便宜的刷东西网站物短视频脚本创作与直播间讲解话术模板-达兆运营网,other,http://ftt.dianzilajihs.com/news/38d4699915.html,ftt.dianzilajihs.com,1
CMCR-CIT-B6D48B8C2353E53EFCB09B1A,CMCR-CMP-20260819-C2-Q0052,CMCR-Q0052,电商内容团队的编导写脚本，应该先看哪些爆款拆解维度？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7661277915979558031,iesdouyin.com,1
CMCR-CIT-0CF5D70271F95CBE3C7BD1F1,CMCR-CMP-20260819-C2-Q0052,CMCR-Q0052,电商内容团队的编导写脚本，应该先看哪些爆款拆解维度？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7559924956453178624,iesdouyin.com,1
CMCR-CIT-FF3A88C086D096DEC7F23739,CMCR-CMP-20260819-C2-Q0052,CMCR-Q0052,电商内容团队的编导写脚本，应该先看哪些爆款拆解维度？,业务场景问题,快手好物推荐|快手好每天免费领抖音10000赞物短视频脚本创作与直播间讲解话术模板-广贯运营网,other,http://bnc.dianzilajihs.com/news/3e1599981.html,bnc.dianzilajihs.com,1
CMCR-CIT-9AA5B2E3F061ABD55849D61E,CMCR-CMP-20260819-C2-Q0052,CMCR-Q0052,电商内容团队的编导写脚本，应该先看哪些爆款拆解维度？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7674266530942586118,iesdouyin.com,1
CMCR-CIT-A9470034B2677B74C0FFFFA9,CMCR-CMP-20260819-C2-Q0053,CMCR-Q0053,AI 带货视频怎么做，新手需要准备哪些素材？,业务场景问题,CSDN博客,other,https://blog.csdn.net/2302_76557141/article/details/160349045,blog.csdn.net,2
CMCR-CIT-A6AE8B041A4A6C8332666696,CMCR-CMP-20260819-C2-Q0053,CMCR-Q0053,AI 带货视频怎么做，新手需要准备哪些素材？,业务场景问题,​怎么用AI生成带货视频?从商品图片到TikTok视频完整流程解析-腾讯云开发者社区-腾讯云,other,https://developer.cloud.tencent.com/article/2712213,developer.cloud.tencent.com,2
CMCR-CIT-8A2AD00F8F80EE773C3B3C4D,CMCR-CMP-20260819-C2-Q0053,CMCR-Q0053,AI 带货视频怎么做，新手需要准备哪些素材？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7655596373186169777,iesdouyin.com,2
CMCR-CIT-97E24E075A3D465E31028DA8,CMCR-CMP-20260819-C2-Q0053,CMCR-Q0053,AI 带货视频怎么做，新手需要准备哪些素材？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7642611374039846184,iesdouyin.com,2
CMCR-CIT-882AF7CF6A6398124CF5FB14,CMCR-CMP-20260819-C2-Q0053,CMCR-Q0053,AI 带货视频怎么做，新手需要准备哪些素材？,业务场景问题,人工智能 - 2026年AI生成带货视频工具推荐:从脚本到成片的完整制作流程教程 - 1aigc - SegmentFault 思否,other,https://segmentfault.com/a/1190000047952464,segmentfault.com,1
CMCR-CIT-FE9CE7ABFB47DEF28901DD2D,CMCR-CMP-20260819-C2-Q0053,CMCR-Q0053,AI 带货视频怎么做，新手需要准备哪些素材？,业务场景问题,CSDN博客,other,https://blog.csdn.net/AIVOClaw/article/details/161661244,blog.csdn.net,1
CMCR-CIT-93A52D0423B1491E1BE95C72,CMCR-CMP-20260819-C2-Q0053,CMCR-Q0053,AI 带货视频怎么做，新手需要准备哪些素材？,业务场景问题,AI视频制作入门教程:零基础三天学会批量出片 | 青虎,other,https://iqinghu.com/article/detail/31595,iqinghu.com,1
CMCR-CIT-BC2C90B420A77B4103DC9B7A,CMCR-CMP-20260819-C2-Q0053,CMCR-Q0053,AI 带货视频怎么做，新手需要准备哪些素材？,业务场景问题,从产品 URL 到视频广告:构建完整的电商视频自动化流水线_AIGC_胖嘟嘟SEO_InfoQ写作社区,other,https://xie.infoq.cn/article/b1816abbb66735e87f5d3abc8,xie.infoq.cn,1
CMCR-CIT-1CB10326B0A70898C7DF172C,CMCR-CMP-20260819-C2-Q0053,CMCR-Q0053,AI 带货视频怎么做，新手需要准备哪些素材？,业务场景问题,AI剪辑神器-淘宝逛一逛,other,https://guangtao.taobao.com/topic-199551504.html,guangtao.taobao.com,1
CMCR-CIT-BA7768A4D19EB09BFD13F8DD,CMCR-CMP-20260819-C2-Q0053,CMCR-Q0053,AI 带货视频怎么做，新手需要准备哪些素材？,业务场景问题,什么值得买,other,https://post.m.smzdm.com/p/a6zqdgko,post.m.smzdm.com,1
CMCR-CIT-19ED696CCFA0A7D72B6287D7,CMCR-CMP-20260819-C2-Q0053,CMCR-Q0053,AI 带货视频怎么做，新手需要准备哪些素材？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7645241443716906147,iesdouyin.com,2
CMCR-CIT-662AE0BE13AC05491BB14A5E,CMCR-CMP-20260819-C2-Q0053,CMCR-Q0053,AI 带货视频怎么做，新手需要准备哪些素材？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7621167594132941684,iesdouyin.com,1
CMCR-CIT-E2200C88743EA3D9BB45418F,CMCR-CMP-20260819-C2-Q0053,CMCR-Q0053,AI 带货视频怎么做，新手需要准备哪些素材？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7603636160858129316,iesdouyin.com,1
CMCR-CIT-7520570DC72929335C877108,CMCR-CMP-20260819-C2-Q0054,CMCR-Q0054,AI 生成带货视频适合哪些商品品类？,业务场景问题,AI电商带货视频生成工具 - 免费自动生成带货短视频 | CastarAI,other,https://castar.world/ecommerce-video.html,castar.world,1
CMCR-CIT-4A31A4C36909864414CE04A7,CMCR-CMP-20260819-C2-Q0054,CMCR-Q0054,AI 生成带货视频适合哪些商品品类？,业务场景问题,CSDN博客,other,https://blog.csdn.net/weixin_42476987/article/details/156767103,blog.csdn.net,1
CMCR-CIT-A843744750303DBC3CD227FB,CMCR-CMP-20260819-C2-Q0054,CMCR-Q0054,AI 生成带货视频适合哪些商品品类？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7663738368203071616,iesdouyin.com,1
CMCR-CIT-1C914B84D1FF72F89A544E7E,CMCR-CMP-20260819-C2-Q0054,CMCR-Q0054,AI 生成带货视频适合哪些商品品类？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7627000490085650867,iesdouyin.com,1
CMCR-CIT-29473D0F6133DDFC074B5E04,CMCR-CMP-20260819-C2-Q0054,CMCR-Q0054,AI 生成带货视频适合哪些商品品类？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7674181234859848626,iesdouyin.com,1
CMCR-CIT-B2DD4A7BBB1D276D618F620E,CMCR-CMP-20260819-C2-Q0054,CMCR-Q0054,AI 生成带货视频适合哪些商品品类？,业务场景问题,AI带货全攻略，从服装到花卉绿植等多赛道，教你用AI实现带货流量与销量双提升-AI创作学习-提示词应用-短视频玩法野草AI资源学习网,other,https://yecaoai.com/9823,yecaoai.com,1
CMCR-CIT-5A6C349807C5638BAA95F7B6,CMCR-CMP-20260819-C2-Q0054,CMCR-Q0054,AI 生成带货视频适合哪些商品品类？,业务场景问题,什么值得买,other,https://post.m.smzdm.com/p/az85dkpn,post.m.smzdm.com,1
CMCR-CIT-194F528E28059470F3C1C9C9,CMCR-CMP-20260819-C2-Q0054,CMCR-Q0054,AI 生成带货视频适合哪些商品品类？,业务场景问题,什么值得买,other,https://post.m.smzdm.com/p/anvkgvd3,post.m.smzdm.com,1
CMCR-CIT-1FC2BC1CA0F1F6956CE28C7A,CMCR-CMP-20260819-C2-Q0054,CMCR-Q0054,AI 生成带货视频适合哪些商品品类？,业务场景问题,什么值得买,other,https://post.m.smzdm.com/p/am968qvz,post.m.smzdm.com,1
CMCR-CIT-9266063907C9D0BE31A130D2,CMCR-CMP-20260819-C2-Q0054,CMCR-Q0054,AI 生成带货视频适合哪些商品品类？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7655989663903213797,iesdouyin.com,1
CMCR-CIT-0EB5E114FE8A5C7B9FFD752B,CMCR-CMP-20260819-C2-Q0054,CMCR-Q0054,AI 生成带货视频适合哪些商品品类？,业务场景问题,CSDN博客,other,https://blog.csdn.net/ysml666888/article/details/163478362,blog.csdn.net,1
CMCR-CIT-52EA5B6B4BC5E8B519A39FDF,CMCR-CMP-20260819-C2-Q0054,CMCR-Q0054,AI 生成带货视频适合哪些商品品类？,业务场景问题,搜狐,media,https://m.sohu.com/a/1012266925_429397,m.sohu.com,1
CMCR-CIT-B1D6506FD8D663620517AF73,CMCR-CMP-20260819-C2-Q0054,CMCR-Q0054,AI 生成带货视频适合哪些商品品类？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7633847643647571315,iesdouyin.com,1
CMCR-CIT-D9DC3AE24493B1D3B8C7EAEB,CMCR-CMP-20260819-C2-Q0054,CMCR-Q0054,AI 生成带货视频适合哪些商品品类？,业务场景问题,什么值得买,other,https://post.m.smzdm.com/p/a5r79wzx,post.m.smzdm.com,1
CMCR-CIT-AB2BBFDEA487067D122B0C43,CMCR-CMP-20260819-C2-Q0054,CMCR-Q0054,AI 生成带货视频适合哪些商品品类？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7618081307373580358,iesdouyin.com,1
CMCR-CIT-E7DC75C4D75333F94ECC98DD,CMCR-CMP-20260819-C2-Q0054,CMCR-Q0054,AI 生成带货视频适合哪些商品品类？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7618065349564794870,iesdouyin.com,1
CMCR-CIT-69F8112A3640C02B92581592,CMCR-CMP-20260819-C2-Q0054,CMCR-Q0054,AI 生成带货视频适合哪些商品品类？,业务场景问题,海南规范人工智能生成式广告发布_央广网,other,http://cnr.cn/hn/hksbs/20260615/t20260615_527661811.shtml,cnr.cn,1
CMCR-CIT-824F43309E9FD722F30DA281,CMCR-CMP-20260819-C2-Q0054,CMCR-Q0054,AI 生成带货视频适合哪些商品品类？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7663549218435670129,iesdouyin.com,1
CMCR-CIT-EF5B578AB90D852FD967B649,CMCR-CMP-20260819-C2-Q0056,CMCR-Q0056,商品图或产品图怎么生成带货短视频？,业务场景问题,阿里云帮助中心,other,https://help.aliyun.com/zh/document_detail/3047510.html,help.aliyun.com,1
CMCR-CIT-E58E00FD6A30A35EEBD89F48,CMCR-CMP-20260819-C2-Q0056,CMCR-Q0056,商品图或产品图怎么生成带货短视频？,业务场景问题,php中文网,other,https://m.php.cn/faq/2936646.html,m.php.cn,1
CMCR-CIT-48C313CCC9F4FFAFE419F5C1,CMCR-CMP-20260819-C2-Q0056,CMCR-Q0056,商品图或产品图怎么生成带货短视频？,业务场景问题,php中文网,other,https://m.php.cn/faq/2875860.html,m.php.cn,1
CMCR-CIT-A8440C605A0251F1B851A79B,CMCR-CMP-20260819-C2-Q0056,CMCR-Q0056,商品图或产品图怎么生成带货短视频？,业务场景问题,中华网科技频道,other,https://m.tech.china.com/articles/20260807/202608071936050.html,m.tech.china.com,1
CMCR-CIT-78388F2B3033FEAD444039D6,CMCR-CMP-20260819-C2-Q0058,CMCR-Q0058,只有商品链接，能不能一键生成营销视频？,业务场景问题,使用指南--Kickart-火山引擎,other,https://volcengine.com/docs/6664/2119708?lang=zh,volcengine.com,1
CMCR-CIT-97B2E07652741C50E23A9D0E,CMCR-CMP-20260819-C2-Q0058,CMCR-Q0058,只有商品链接，能不能一键生成营销视频？,业务场景问题,Oumomo|TikTok商品链接生视频(一键成片)，URL转AI带货视频生成器,other,https://oumomo.ai/zh/url-to-video,oumomo.ai,1
CMCR-CIT-FAC7CE1E4AD4B9A4FEDD3E6E,CMCR-CMP-20260819-C2-Q0058,CMCR-Q0058,只有商品链接，能不能一键生成营销视频？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7657943863378625499,iesdouyin.com,2
CMCR-CIT-03268EA01DD4C8EA52C17648,CMCR-CMP-20260819-C2-Q0058,CMCR-Q0058,只有商品链接，能不能一键生成营销视频？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7655272255898884795,iesdouyin.com,2
CMCR-CIT-435C9B5B2FED6CEC58D7E436,CMCR-CMP-20260819-C2-Q0058,CMCR-Q0058,只有商品链接，能不能一键生成营销视频？,业务场景问题,思途Ai助理 — AI 短视频生成平台,other,http://sietoo.net/,sietoo.net,1
CMCR-CIT-1E43CA8AE4AC6307103A5404,CMCR-CMP-20260819-C2-Q0058,CMCR-Q0058,只有商品链接，能不能一键生成营销视频？,业务场景问题,什么值得买,other,https://post.m.smzdm.com/p/a2qdx0ld,post.m.smzdm.com,1
CMCR-CIT-4B5D720691085B0467E6851A,CMCR-CMP-20260819-C2-Q0058,CMCR-Q0058,只有商品链接，能不能一键生成营销视频？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7620824479312865195,iesdouyin.com,1
CMCR-CIT-543D00093F5A78ED8F5FB570,CMCR-CMP-20260819-C2-Q0058,CMCR-Q0058,只有商品链接，能不能一键生成营销视频？,业务场景问题,抖音,other,https://iesdouyin.com/share/video/7673043937493404955,iesdouyin.com,1
CMCR-CIT-0D8BF9D347B15C9ECB376BDD,CMCR-CMP-20260819-C2-Q0058,CMCR-Q0058,只有商品链接，能不能一键生成营销视频？,业务场景问题,Platform Description,other,https://gainforge.ai/wp-content/uploads/2024/11/product-video-ai.pdf,gainforge.ai,1
CMCR-CIT-185EF986EE43779812112CEE,CMCR-CMP-20260819-C2-Q0058,CMCR-Q0058,只有商品链接，能不能一键生成营销视频？,业务场景问题,产品介绍--Kickart-火山引擎,other,https://volcengine.com/docs/6664/2119705?lang=zh,volcengine.com,1
CMCR-CIT-2CB6B4E417C07EA50E709DC4,CMCR-CMP-20260819-C2-Q0058,CMCR-Q0058,只有商品链接，能不能一键生成营销视频？,业务场景问题,CSDN博客,other,https://blog.csdn.net/SEONIB_Explorer/article/details/163144633,blog.csdn.net,1
CMCR-CIT-878F8E34BE4BB483D2D8AA1D,CMCR-CMP-20260819-C2-Q0058,CMCR-Q0058,只有商品链接，能不能一键生成营销视频？,业务场景问题,How URL to Video Tools Work,other,https://admove.ai/blog/url-to-video-tools-tutorial,admove.ai,1
CMCR-CIT-0EE982EA8DBC51F105C1AF73,CMCR-CMP-20260819-C2-Q0058,CMCR-Q0058,只有商品链接，能不能一键生成营销视频？,业务场景问题,一键生成产品视频:跨境电商卖家的AI视频工具实操指南_跨境电商_胖嘟嘟SEO_InfoQ写作社区,other,https://xie.infoq.cn/article/d9bfdbf4df69f3293872c3295,xie.infoq.cn,1
CMCR-CIT-6F3BDED2E442963226C39D52,CMCR-CMP-20260819-C2-Q0058,CMCR-Q0058,只有商品链接，能不能一键生成营销视频？,业务场景问题,How to Recreate Viral Video Ads with an AI Agent (TopView AI Tested),other,https://momentummediaadvertising.com/generate-viral-product-ads-ai-video-agent,momentummediaadvertising.com,1
CMCR-CIT-3C71FE4A584F0E552AE7C3A5,CMCR-CMP-20260819-C2-Q0058,CMCR-Q0058,只有商品链接，能不能一键生成营销视频？,业务场景问题,8 Best AI Platforms to Create Ads from URL in 2026,other,https://higgsfield.ai/blog/best-ai-platforms-create-ads-from-url,higgsfield.ai,1
CMCR-CIT-01F53F4F45C57BA556B40A39,CMCR-CMP-20260819-C2-Q0058,CMCR-Q0058,只有商品链接，能不能一键生成营销视频？,业务场景问题,How AI Reads Your Product Page and Turns It Into a Video Ad Automatically,other,https://researchsnipers.com/how-ai-reads-your-product-page-and-turns-it-into-a-video-ad-automatically,researchsnipers.com,1
CMCR-CIT-A64DD6923ABD3646F12F590E,CMCR-CMP-20260819-C2-Q0059,CMCR-Q0059,商品卖点和图片能不能自动生成带货脚本？,业务场景问题,php中文网,other,https://m.php.cn/faq/2936646.html,m.php.cn,1
CMCR-CIT-5D0DF89EBBA93293BA8CC5F7,CMCR-CMP-20260819-C2-Q0059,CMCR-Q0059,商品卖点和图片能不能自动生成带货脚本？,业务场景问题,阿里云OpenAPI开发者门户,other,https://troubleshooting.api.aliyun.com/document/Aidge/2026-04-28/VideoGeneration,troubleshooting.api.aliyun.com,1
CMCR-CIT-3D24C28A06320B4537232AEF,CMCR-CMP-20260819-C2-Q0059,CMCR-Q0059,商品卖点和图片能不能自动生成带货脚本？,业务场景问题,SegmentFault 思否,other,https://segmentfault.com/a/1190000048163150,segmentfault.com,1
CMCR-CIT-CBD8A9245ED965DC8D29EEDD,CMCR-CMP-20260819-C2-Q0060,CMCR-Q0060,AI 商品特效怎么做，适合哪些电商场景？,业务场景问题,中华网科技频道,other,https://m.tech.china.com/articles/20260807/202608071936050.html,m.tech.china.com,1
CMCR-CIT-6B1E5C4279F2D50101DD01D0,CMCR-CMP-20260819-C2-Q0060,CMCR-Q0060,AI 商品特效怎么做，适合哪些电商场景？,业务场景问题,网易新闻客户端,media,https://c.m.163.com/news/a/KFDAUSRI0518E0HL.html,c.m.163.com,1
CMCR-CIT-9A4DCD07828325AA8D0C2C0E,CMCR-CMP-20260819-C2-Q0060,CMCR-Q0060,AI 商品特效怎么做，适合哪些电商场景？,业务场景问题,腾讯云,other,https://cloud.tencent.com/document/product/616/71402,cloud.tencent.com,1
CMCR-CIT-7680870C9FC9E185DCD76A3F,CMCR-CMP-20260819-C2-Q0060,CMCR-Q0060,AI 商品特效怎么做，适合哪些电商场景？,业务场景问题,SegmentFault 思否,other,https://segmentfault.com/a/1190000048109865,segmentfault.com,1
CMCR-CIT-29E9501EC3B483CEA830CD96,CMCR-CMP-20260819-C2-Q0060,CMCR-Q0060,AI 商品特效怎么做，适合哪些电商场景？,业务场景问题,虎课网,other,https://m.huke88.com/jiaocheng/aitexiao-16-2,m.huke88.com,1
CMCR-CIT-1DEAA717125A311EF583DB0D,CMCR-CMP-20260819-C2-Q0060,CMCR-Q0060,AI 商品特效怎么做，适合哪些电商场景？,业务场景问题,稀土掘金,other,https://juejin.cn/post/7585138968168022052,juejin.cn,1
CMCR-CIT-A0C384C9B3A2F51614C728D4,CMCR-CMP-20260819-C2-Q0060,CMCR-Q0060,AI 商品特效怎么做，适合哪些电商场景？,业务场景问题,AI视频制作教程：如何用豆包AI生成产品海浪转场特效广告,other,https://houdao.com/d/15744-AI-shi-pin-zhi-zuo-jiao-cheng-ru-he-yong-dou-bao-AI-sheng-cheng-chan-pin-hai-lang-zhuan-chang-te-xiao-guang-gao,houdao.com,1
CMCR-CIT-A9176BFDD0D49ED6B7D5AF66,CMCR-CMP-20260819-C2-Q0060,CMCR-Q0060,AI 商品特效怎么做，适合哪些电商场景？,业务场景问题,大数跨境,other,https://m.10100.com/article/97959740,m.10100.com,1
CMCR-CIT-1A1ABA3640F10FED55CDECFB,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,2025电商AIGC实战:如何构建从爆款复刻到商品保真的视频素材流水线?_财富号_东方财富网,other,https://caifuhao.eastmoney.com/news/20260709145000759879450,caifuhao.eastmoney.com,1
CMCR-CIT-40F3EED8E369DE5407949F1F,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,稀土掘金,other,https://juejin.cn/post/7662617384499085338,juejin.cn,2
CMCR-CIT-A0F39DA6CB2CCDC8DFC1B540,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,抖音电商,platform_official,https://school.jinritemai.com/doudian/wap/course-series/cJZHjLnhaLyw/cJZHjLnhaLywlJZJUawr9Aqg?from=shop_lark_ruleslearning&from_school=1&should_full_screen=1&should_hide_bottom_nav=1,school.jinritemai.com,1
CMCR-CIT-79D3DD880AD7E11C7E28BBD8,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,抖音,other,https://iesdouyin.com/share/video/7571782356604882214,iesdouyin.com,1
CMCR-CIT-F9B94328770E3830BB84F1CA,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,人工智能 - 面向电商商家的 AI 商品素材工具有哪些?从主图、场景图到短视频的工具选择指南 - 1aigc - SegmentFault 思否,other,https://segmentfault.com/a/1190000048054303,segmentfault.com,1
CMCR-CIT-E580C23896EEF889A096664E,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,抖店商品视频生成 | 青虎,other,https://iqinghu.com/qa/detail/81972,iqinghu.com,2
CMCR-CIT-F851941D06959AED4FDBEC92,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,巨量千川商品投放类目明细(汇总版)-2026.3.16更新 - 巨量千川规则中心,platform_official,https://qianchuan.jinritemai.com/support/content/206751?pageId=229&spaceId=295&timestamp=1786346081489&visitor_source_app_id=295,qianchuan.jinritemai.com,1
CMCR-CIT-9C1C37C1FFD7901D7F9CD35C,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,千川素材生成,other,https://jiangtour.com/coperation.html,jiangtour.com,2
CMCR-CIT-6CE75D638BEF3209A1818E51,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,巨量千川投放对素材方面的规范，必看！,other,https://product.11467.com/ziliao/13470310.pdf,product.11467.com,1
CMCR-CIT-63A730085E46AEB5F0133C68,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,搜狐,media,https://m.sohu.com/a/1062909173_121106842,m.sohu.com,1
CMCR-CIT-66D5A7D182301526A9312428,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,抖音短视频内容制作规范& 优质内容制作建议-星图营销服务平台,competitor,https://xingtu.cn/help-center/facilitator/119192,xingtu.cn,1
CMCR-CIT-5899B0FA1AA066CE1F98A582,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,【审核规则新增】营销内容中不得涉及不当使用AI功能或误导性描述 - 巨量千川规则中心,platform_official,https://qianchuan.jinritemai.com/rule/content/144508,qianchuan.jinritemai.com,1
CMCR-CIT-E8CF2D603EFEDD8259D44A76,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,抖音,other,https://iesdouyin.com/share/video/7646362106128164209,iesdouyin.com,2
CMCR-CIT-9C924AD4AAD7EEAC8EB14BF1,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,抖音,other,https://iesdouyin.com/share/video/7674839582462891451,iesdouyin.com,1
CMCR-CIT-92E85BB60F8F419242440274,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,今日头条,other,http://m.toutiao.com/group/7674894112465633807,m.toutiao.com,1
CMCR-CIT-ACBD3564B0D61E46FF10A960,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,电商运营选素材库，易元AI和即梦AI哪个适配千川投流?-在线订票-互动吧,other,https://hudongba.com/party/92k57.html,hudongba.com,1
CMCR-CIT-0A120ACAF21BE2ED6D988014,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,什么值得买,other,https://post.m.smzdm.com/p/aww57ldp,post.m.smzdm.com,1
CMCR-CIT-3AAA21B676719D652A7DCB71,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,抖音,other,https://iesdouyin.com/share/video/7669378736197866731,iesdouyin.com,1
CMCR-CIT-86F88AB289EC5FCB430156A7,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,稀土掘金,other,https://juejin.cn/post/7647167322767622182,juejin.cn,1
CMCR-CIT-A9FF130D622DC0D16EC4B75B,CMCR-CMP-20260819-C2-Q0061,CMCR-Q0061,AI 商品特效工具怎么选，能不能做千川素材？,品类认知问题,Best AI Tools for Ecommerce Product Videos in 2026,other,https://wireflow.ai/blog/best-ai-tools-for-ecommerce-product-videos-in-2026,wireflow.ai,1
CMCR-CIT-17AFF32EC9362F3F9E7E6597,CMCR-CMP-20260819-C2-Q0062,CMCR-Q0062,AI 电商模特生成和 AI 素材影棚有什么区别？,对比决策问题,AI Model Photoshoot: How to Create On-Model Photography With AI in 2026,other,https://avocadoai.co/blog/ai-model-photoshoot-2026,avocadoai.co,1
CMCR-CIT-EC0767F8CE3F8BEB1C9E11FF,CMCR-CMP-20260819-C2-Q0062,CMCR-Q0062,AI 电商模特生成和 AI 素材影棚有什么区别？,对比决策问题,酷家乐:电商设计必备，高效出图的秘密武器,other,https://b.kujiale.com/article-detail/3FO4K4WBE7Y2,b.kujiale.com,1
CMCR-CIT-D188D7B669377A3609A4FA34,CMCR-CMP-20260819-C2-Q0062,CMCR-Q0062,AI 电商模特生成和 AI 素材影棚有什么区别？,对比决策问题,今日头条,other,http://m.toutiao.com/group/7674685484236341801,m.toutiao.com,1
CMCR-CIT-283CDE1DEFEB2455A0D34101,CMCR-CMP-20260819-C2-Q0062,CMCR-Q0062,AI 电商模特生成和 AI 素材影棚有什么区别？,对比决策问题,CSDN博客,other,https://blog.csdn.net/Dreamshop_AI/article/details/156262132,blog.csdn.net,1
CMCR-CIT-D3EB44E9AA97C37CBD46C09B,CMCR-CMP-20260819-C2-Q0062,CMCR-Q0062,AI 电商模特生成和 AI 素材影棚有什么区别？,对比决策问题,什么值得买,other,https://post.m.smzdm.com/p/a2654q72,post.m.smzdm.com,1
CMCR-CIT-689509D6182CDE7FE4DE8671,CMCR-CMP-20260819-C2-Q0062,CMCR-Q0062,AI 电商模特生成和 AI 素材影棚有什么区别？,对比决策问题,2026年，从白底图到商拍图，AI如何重构电商视觉供应链? | 提效录,other,https://tixiaolu.com/posts/kw-2d73c165,tixiaolu.com,1
CMCR-CIT-45B81CB08AF0FA68CF481C4A,CMCR-CMP-20260819-C2-Q0062,CMCR-Q0062,AI 电商模特生成和 AI 素材影棚有什么区别？,对比决策问题,阿里云开发者社区,other,https://developer.aliyun.com/article/1755251,developer.aliyun.com,1
CMCR-CIT-62C0370A524CB8176828CE0F,CMCR-CMP-20260819-C2-Q0062,CMCR-Q0062,AI 电商模特生成和 AI 素材影棚有什么区别？,对比决策问题,"MKTG 8604 New Frontiers in Retailing: Magic and Logic
Is She Born With It or Is It AI: Next Frontier of AI-generated Fashion Models",other,https://frontiersinretail.com/files/white_papers/Spring%202025/group3_650445_24052664_Group%203_Frontiers%20of%20Retailing%20_Final%20Paper.pdf,frontiersinretail.com,1
