citation_id,batch_id,sample_id,question_id,source_title,raw_url,normalized_url,final_url,source_group,captured_at,canonical_url,domain,platform_group,authority_class,source_owner,is_bytedance,is_douyin_video,douyin_video_id,question_type_primary,question_type_raw,content_format,content_structure,content_topic,methodology_attribute,owned_account,owned_registry_id,owned_confidence
CIT-R2-Q0040-D1-R2-07,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0040-D1-R2,Q0040,抖音数据查看平台有哪些?12大主流工具深度解析，选对平台事半功倍 | COONAV电商运营导航,https://coonav.com/36782.html,https://coonav.com/36782.html,https://coonav.com/36782.html,other,2026-08-03T06:55:48.157Z,https://coonav.com/36782.html,coonav.com,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,避坑风控型,图文/网页,推荐/对比/清单,数据工具/分析,否,,,
CIT-R2-Q0040-D1-R2-08,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0040-D1-R2,Q0040,2026多账号抖音直播数据分析平台推荐 蝉妈妈千瓜矩阵通对比_矩阵通,https://matrix.newrank.cn/article/article-detail/9023eafac2a84c71,https://matrix.newrank.cn/article/article-detail/9023eafac2a84c71,https://matrix.newrank.cn/article/article-detail/9023eafac2a84c71,other,2026-08-03T06:55:48.157Z,https://matrix.newrank.cn/article/article-detail/9023eafac2a84c71,newrank.cn,企业官网/工具平台,企业或垂直站点,外部企业,否,否,,工具推荐问题,避坑风控型,图文/网页,推荐/对比/清单,直播运营,否,,,
CIT-R2-Q0040-D1-R2-09,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0040-D1-R2,Q0040,抖音第三方数据平台功能对比及实用推荐,https://www.douyin.com/video/7571395648705618801,https://www.douyin.com/video/7571395648705618801,https://www.douyin.com/video/7571395648705618801,other,2026-08-03T06:55:48.157Z,https://www.douyin.com/video/7571395648705618801,douyin.com,抖音视频,创作者视频,字节跳动/头条系,是,是,7571395648705618801,工具推荐问题,避坑风控型,视频,推荐/对比/清单,数据工具/分析,否,,,
CIT-R2-Q0040-D1-R2-10,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0040-D1-R2,Q0040,2026年矩阵运营工具横评:6款主流系统的真实对比与选型指南_类似飞瓜的系统-CSDN博客,https://blog.csdn.net/2601_95788224/article/details/161227952,https://blog.csdn.net/2601_95788224/article/details/161227952,https://blog.csdn.net/2601_95788224/article/details/161227952,other,2026-08-03T06:55:48.157Z,https://blog.csdn.net/2601_95788224/article/details/161227952,csdn.net,社区/博客/问答,UGC/专业社区,外部平台,否,否,,工具推荐问题,避坑风控型,图文/网页,教程/操作指南,数据工具/分析,是,,,
CIT-R2-Q0040-D1-R2-11,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0040-D1-R2,Q0040,抖音数据第三方平台对比与选择指南:哪款工具最适合你,https://jzl.com/news/douyin-data-29,https://jzl.com/news/douyin-data-29,https://jzl.com/news/douyin-data-29,other,2026-08-03T06:55:48.157Z,https://jzl.com/news/douyin-data-29,jzl.com,企业官网/工具平台,企业或垂直站点,外部企业,否,否,,工具推荐问题,避坑风控型,图文/网页,教程/操作指南,数据工具/分析,是,,,
CIT-R2-Q0040-D1-R2-12,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0040-D1-R2,Q0040,蝉妈妈和飞瓜数据口径对比，中小商家选哪个更合适?,https://c.m.163.com/news/a/L2CGUUP00556OFA0.html,https://c.m.163.com/news/a/L2CGUUP00556OFA0.html,https://c.m.163.com/news/a/L2CGUUP00556OFA0.html,other,2026-08-03T06:55:48.157Z,https://c.m.163.com/news/a/L2CGUUP00556OFA0.html,163.com,新闻/门户/自媒体,媒体或自媒体平台,网易,否,否,,工具推荐问题,避坑风控型,图文/网页,推荐/对比/清单,数据工具/分析,否,,,
CIT-R2-Q0040-D1-R2-13,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0040-D1-R2,Q0040,抖音数据分析怎么快速查看?一文详解平台内外多维度数据入口-帆软企业数字化知识百科,https://fanruan.com/finepedia/article/69c8908437b18b887bdd6b1d,https://fanruan.com/finepedia/article/69c8908437b18b887bdd6b1d,https://fanruan.com/finepedia/article/69c8908437b18b887bdd6b1d,other,2026-08-03T06:55:48.157Z,https://fanruan.com/finepedia/article/69c8908437b18b887bdd6b1d,fanruan.com,企业官网/工具平台,企业或垂直站点,外部企业,否,否,,工具推荐问题,避坑风控型,图文/网页,教程/操作指南,数据工具/分析,是,,,
CIT-R2-Q0040-D1-R2-14,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0040-D1-R2,Q0040,抖音数据分析工具和平台推荐:免费和付费哪个好?,https://jzl.com/news/douyin-data-4,https://jzl.com/news/douyin-data-4,https://jzl.com/news/douyin-data-4,other,2026-08-03T06:55:48.157Z,https://jzl.com/news/douyin-data-4,jzl.com,企业官网/工具平台,企业或垂直站点,外部企业,否,否,,工具推荐问题,避坑风控型,图文/网页,推荐/对比/清单,数据工具/分析,否,,,
CIT-R2-Q0040-D1-R2-15,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0040-D1-R2,Q0040,集美区抖音直播的数据统计怎么解决?(附方案),https://at592.com/detail_8965.html,https://at592.com/detail_8965.html,https://at592.com/detail_8965.html,other,2026-08-03T06:55:48.157Z,https://at592.com/detail_8965.html,at592.com,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,避坑风控型,图文/网页,教程/操作指南,直播运营,是,,,
CIT-R2-Q0041-D1-R2-01,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,飞瓜数据-助力电商销量、营销声量双丰收-feigua.cn,https://feigua.cn/,https://feigua.cn/,https://feigua.cn/,feigua_official,2026-08-03T06:55:54.015Z,https://feigua.cn/,feigua.cn,企业官网/工具平台,企业或垂直站点,外部企业,否,否,,工具推荐问题,工具推荐型,图文/网页,说明/其他,数据工具/分析,否,,,
CIT-R2-Q0041-D1-R2-02,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,巨量云图/巨量百应 - 抖音品牌营销数据分析|达人带货管理平台,https://oceanengine2.aiproducthub.cn/,https://oceanengine2.aiproducthub.cn/,https://oceanengine2.aiproducthub.cn/,other,2026-08-03T06:55:54.015Z,https://oceanengine2.aiproducthub.cn/,aiproducthub.cn,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,工具推荐型,图文/网页,推荐/对比/清单,达人/带货,否,,,
CIT-R2-Q0041-D1-R2-03,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,抖音官方营销工具分类及核心功能解析,https://www.douyin.com/video/7584133933202296091,https://www.douyin.com/video/7584133933202296091,https://www.douyin.com/video/7584133933202296091,other,2026-08-03T06:55:54.015Z,https://www.douyin.com/video/7584133933202296091,douyin.com,抖音视频,创作者视频,字节跳动/头条系,是,是,7584133933202296091,工具推荐问题,工具推荐型,视频,推荐/对比/清单,数据工具/分析,否,,,
CIT-R2-Q0041-D1-R2-04,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,电商罗盘官网 - 「罗盘」是抖音电商推出的官方数据产品矩阵，基于抖音电商全域数据(内容场+货架场)为商家及达人提供全面数策服务，旗下「罗盘·经营」为单店视角，让店铺经营可诊断可优化，「罗盘·策略」为多店多号的品牌视角，让生意增长有洞察有方向。「罗盘·达人」，为达人及机构视角，看清带货全链路数据(人群分析、内容创意、选品策略 - 多多参谋,https://duoduocm.com/sites/20106.html,https://duoduocm.com/sites/20106.html,https://duoduocm.com/sites/20106.html,other,2026-08-03T06:55:54.015Z,https://duoduocm.com/sites/20106.html,duoduocm.com,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,工具推荐型,图文/网页,案例/复盘,达人/带货,否,,,
CIT-R2-Q0041-D1-R2-05,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,抖音数据查看平台有哪些?12大主流工具深度解析，选对平台事半功倍 | COONAV电商运营导航,https://coonav.com/36782.html,https://coonav.com/36782.html,https://coonav.com/36782.html,other,2026-08-03T06:55:54.015Z,https://coonav.com/36782.html,coonav.com,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,工具推荐型,图文/网页,推荐/对比/清单,数据工具/分析,否,,,
CIT-R2-Q0041-D1-R2-06,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,蝉妈妈-短视频电商直播AI数据分析,https://apps.apple.com/jp/app/%E8%9D%89%E5%A6%88%E5%A6%88-%E7%9F%AD%E8%A7%86%E9%A2%91%E7%94%B5%E5%95%86%E7%9B%B4%E6%92%ADai%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90/id1508944184,https://apps.apple.com/jp/app/蝉妈妈-短视频电商直播ai数据分析/id1508944184,https://apps.apple.com/jp/app/蝉妈妈-短视频电商直播ai数据分析/id1508944184,other,2026-08-03T06:55:54.015Z,https://apps.apple.com/jp/app/蝉妈妈-短视频电商直播ai数据分析/id1508944184,apple.com,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,工具推荐型,图文/网页,说明/其他,直播运营,否,,,
CIT-R2-Q0041-D1-R2-07,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,抖音电商官方数据产品「罗盘·策略」引领生意增长,https://school.jinritemai.com/doudian/wap/course-series/cHXYPm4k5tCn/cHXYPm4k5tCnlHs9EiwS5qWv?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/wap/course-series/cHXYPm4k5tCn/cHXYPm4k5tCnlHs9EiwS5qWv?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/wap/course-series/cHXYPm4k5tCn/cHXYPm4k5tCnlHs9EiwS5qWv?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,other,2026-08-03T06:55:54.015Z,https://school.jinritemai.com/doudian/wap/course-series/cHXYPm4k5tCn/cHXYPm4k5tCnlHs9EiwS5qWv?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,jinritemai.com,字节/头条系其他,平台或产品来源,字节跳动/头条系,是,否,,工具推荐问题,工具推荐型,图文/网页,案例/复盘,数据工具/分析,否,,,
CIT-R2-Q0041-D1-R2-08,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,2026飞瓜数据v1.9.4老旧历史版本安装包官方免费下载_豌豆荚,https://m.wandoujia.com/apps/8129245/history_v194,https://m.wandoujia.com/apps/8129245/history_v194,https://m.wandoujia.com/apps/8129245/history_v194,other,2026-08-03T06:55:54.015Z,https://m.wandoujia.com/apps/8129245/history_v194,wandoujia.com,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,工具推荐型,图文/网页,说明/其他,数据工具/分析,否,,,
CIT-R2-Q0041-D1-R2-09,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,#电商运营数据分析 #实时销售数据 #电商运营经验分享,https://www.douyin.com/video/7663663060086779643,https://www.douyin.com/video/7663663060086779643,https://www.douyin.com/video/7663663060086779643,other,2026-08-03T06:55:54.015Z,https://www.douyin.com/video/7663663060086779643,douyin.com,抖音视频,创作者视频,字节跳动/头条系,是,是,7663663060086779643,工具推荐问题,工具推荐型,视频,说明/其他,数据工具/分析,否,,,
CIT-R2-Q0041-D1-R2-10,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,抖音主播带货数据在哪看？#抖音主播 #抖音主播带货 #抖音主播带货数据在哪里看 #主播带货,https://www.douyin.com/video/7647481222830854308,https://www.douyin.com/video/7647481222830854308,https://www.douyin.com/video/7647481222830854308,other,2026-08-03T06:55:54.015Z,https://www.douyin.com/video/7647481222830854308,douyin.com,抖音视频,创作者视频,字节跳动/头条系,是,是,7647481222830854308,工具推荐问题,工具推荐型,视频,说明/其他,达人/带货,否,,,
CIT-R2-Q0041-D1-R2-11,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,抖音第三方查看数据软件怎么选?从官方到定制化工具全攻略,https://jzl.com/news/166,https://jzl.com/news/166,https://jzl.com/news/166,other,2026-08-03T06:55:54.015Z,https://jzl.com/news/166,jzl.com,企业官网/工具平台,企业或垂直站点,外部企业,否,否,,工具推荐问题,工具推荐型,图文/网页,教程/操作指南,数据工具/分析,是,,,
CIT-R2-Q0041-D1-R2-12,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,抖音指数官网入口(原巨量算数) | COONAV电商运营导航,https://coonav.com/sites/36783.html,https://coonav.com/sites/36783.html,https://coonav.com/sites/36783.html,other,2026-08-03T06:55:54.015Z,https://coonav.com/sites/36783.html,coonav.com,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,工具推荐型,图文/网页,说明/其他,综合运营/其他,否,,,
CIT-R2-Q0041-D1-R2-13,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,巨量算数：数据驱动内容与广告策略优化,https://www.douyin.com/video/7584970500600204594,https://www.douyin.com/video/7584970500600204594,https://www.douyin.com/video/7584970500600204594,other,2026-08-03T06:55:54.015Z,https://www.douyin.com/video/7584970500600204594,douyin.com,抖音视频,创作者视频,字节跳动/头条系,是,是,7584970500600204594,工具推荐问题,工具推荐型,视频,方法论/策略,广告投放,是,,,
CIT-R2-Q0041-D1-R2-14,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,蝉妈妈和飞瓜数据口径对比，中小商家选哪个更合适?|直播|短视频_手机网易网,https://m.163.com/dy/article/L2CGUUP00556OFA0.html,https://m.163.com/dy/article/L2CGUUP00556OFA0.html,https://m.163.com/dy/article/L2CGUUP00556OFA0.html,other,2026-08-03T06:55:54.015Z,https://m.163.com/dy/article/L2CGUUP00556OFA0.html,163.com,新闻/门户/自媒体,媒体或自媒体平台,网易,否,否,,工具推荐问题,工具推荐型,图文/网页,推荐/对比/清单,直播运营,否,,,
CIT-R2-Q0041-D1-R2-15,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,抖音电商罗盘 - 全域数据赋能电商生意增长,https://deepnavi.cn/ai-ecommerce/dou-yin-dian-shang-luo-pan,https://deepnavi.cn/ai-ecommerce/dou-yin-dian-shang-luo-pan,https://deepnavi.cn/ai-ecommerce/dou-yin-dian-shang-luo-pan,other,2026-08-03T06:55:54.015Z,https://deepnavi.cn/ai-ecommerce/dou-yin-dian-shang-luo-pan,deepnavi.cn,企业官网/工具平台,企业或垂直站点,外部企业,否,否,,工具推荐问题,工具推荐型,图文/网页,案例/复盘,数据工具/分析,否,,,
CIT-R2-Q0041-D1-R2-16,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,做抖店不知道用什么工具?选品|数据分析|打单|客服优化全套整理|附抖掌柜 - 抖掌柜 - 企业博客,https://cnblogs.com/douzhanggui/p/22052660,https://cnblogs.com/douzhanggui/p/22052660,https://cnblogs.com/douzhanggui/p/22052660,other,2026-08-03T06:55:54.015Z,https://cnblogs.com/douzhanggui/p/22052660,cnblogs.com,社区/博客/问答,UGC/专业社区,外部平台,否,否,,工具推荐问题,工具推荐型,图文/网页,推荐/对比/清单,店铺/商品/商城,否,,,
CIT-R2-Q0041-D1-R2-17,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,抖店新手开店工具推荐|常用功能怎么选，抖掌柜助力新手少踩坑|罗盘|货源_网易订阅,https://163.com/dy/article/L2FH2KH70556O9Q0.html,https://163.com/dy/article/L2FH2KH70556O9Q0.html,https://163.com/dy/article/L2FH2KH70556O9Q0.html,other,2026-08-03T06:55:54.015Z,https://163.com/dy/article/L2FH2KH70556O9Q0.html,163.com,新闻/门户/自媒体,媒体或自媒体平台,网易,否,否,,工具推荐问题,工具推荐型,图文/网页,教程/操作指南,店铺/商品/商城,是,,,
CIT-R2-Q0041-D1-R2-18,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,2026抖音数据工具怎么选?免费、付费还是自建，一篇讲清避坑指南_服务软件_什么值得买,https://post.m.smzdm.com/p/anv4v8lv,https://post.m.smzdm.com/p/anv4v8lv,https://post.m.smzdm.com/p/anv4v8lv,other,2026-08-03T06:55:54.015Z,https://post.m.smzdm.com/p/anv4v8lv,smzdm.com,新闻/门户/自媒体,媒体或自媒体平台,媒体平台,否,否,,工具推荐问题,工具推荐型,图文/网页,教程/操作指南,数据工具/分析,是,,,
CIT-R2-Q0041-D1-R2-19,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,蝉妈妈会员权益FAQ:哪些功能付费，哪些属于增值服务?_运营_ChanClaw_数据,https://m.sohu.com/a/1040976966_122634602,https://m.sohu.com/a/1040976966_122634602,https://m.sohu.com/a/1040976966_122634602,other,2026-08-03T06:55:54.015Z,https://m.sohu.com/a/1040976966_122634602,sohu.com,新闻/门户/自媒体,媒体或自媒体平台,搜狐,否,否,,工具推荐问题,工具推荐型,图文/网页,说明/其他,数据工具/分析,否,蝉妈妈,sohu-chanmama,high
CIT-R2-Q0041-D1-R2-20,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0041-D1-R2,Q0041,抖店免费工具和付费软件怎么分工?按任务边界组合使用_商品_订单_采购,https://m.sohu.com/a/1053122209_122949247,https://m.sohu.com/a/1053122209_122949247,https://m.sohu.com/a/1053122209_122949247,other,2026-08-03T06:55:54.015Z,https://m.sohu.com/a/1053122209_122949247,sohu.com,新闻/门户/自媒体,媒体或自媒体平台,搜狐,否,否,,工具推荐问题,工具推荐型,图文/网页,教程/操作指南,店铺/商品/商城,是,,,
CIT-R2-Q0042-D1-R2-01,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0042-D1-R2,Q0042,抖音电商官方数据产品「罗盘·策略」引领生意增长,https://school.jinritemai.com/doudian/web/course-series/cHXYPm4k5tCn/cHXYPm4k5tCnlHadidnoUX6D?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/web/course-series/cHXYPm4k5tCn/cHXYPm4k5tCnlHadidnoUX6D?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/web/course-series/cHXYPm4k5tCn/cHXYPm4k5tCnlHadidnoUX6D?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,other,2026-08-03T06:55:59.893Z,https://school.jinritemai.com/doudian/web/course-series/cHXYPm4k5tCn/cHXYPm4k5tCnlHadidnoUX6D?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,jinritemai.com,字节/头条系其他,平台或产品来源,字节跳动/头条系,是,否,,工具推荐问题,场景决策型,图文/网页,案例/复盘,数据工具/分析,否,,,
CIT-R2-Q0042-D1-R2-02,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0042-D1-R2,Q0042,中小商家千川广告投放运营基础及工具使用,https://school.jinritemai.com/doudian/wap/course-series/cJZHjLnhaLyw/cJZHjLnhaLywlJZJUawr9Aqg?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/wap/course-series/cJZHjLnhaLyw/cJZHjLnhaLywlJZJUawr9Aqg?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/wap/course-series/cJZHjLnhaLyw/cJZHjLnhaLywlJZJUawr9Aqg?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,other,2026-08-03T06:55:59.893Z,https://school.jinritemai.com/doudian/wap/course-series/cJZHjLnhaLyw/cJZHjLnhaLywlJZJUawr9Aqg?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,jinritemai.com,字节/头条系其他,平台或产品来源,字节跳动/头条系,是,否,,工具推荐问题,场景决策型,图文/网页,推荐/对比/清单,广告投放,否,,,
CIT-R2-Q0042-D1-R2-03,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0042-D1-R2,Q0042,罗盘双11大促作战攻略,https://school.jinritemai.com/doudian/wap/course-series/cHcPPwSCPcym/cHcPPwSCPcymlHcQ92eWjfgY?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/wap/course-series/cHcPPwSCPcym/cHcPPwSCPcymlHcQ92eWjfgY?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/wap/course-series/cHcPPwSCPcym/cHcPPwSCPcymlHcQ92eWjfgY?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,other,2026-08-03T06:55:59.893Z,https://school.jinritemai.com/doudian/wap/course-series/cHcPPwSCPcym/cHcPPwSCPcymlHcQ92eWjfgY?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,jinritemai.com,字节/头条系其他,平台或产品来源,字节跳动/头条系,是,否,,工具推荐问题,场景决策型,图文/网页,教程/操作指南,综合运营/其他,是,,,
CIT-R2-Q0042-D1-R2-04,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0042-D1-R2,Q0042,抖音第三方查看数据软件怎么选?从官方到定制化工具全攻略,https://jzl.com/news/166,https://jzl.com/news/166,https://jzl.com/news/166,other,2026-08-03T06:55:59.893Z,https://jzl.com/news/166,jzl.com,企业官网/工具平台,企业或垂直站点,外部企业,否,否,,工具推荐问题,场景决策型,图文/网页,教程/操作指南,数据工具/分析,是,,,
CIT-R2-Q0042-D1-R2-05,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0042-D1-R2,Q0042,最新安卓蝉妈妈免费下载 – AppChina应用汇,https://m.appchina.com/app/com.chandashi.chanmama,https://m.appchina.com/app/com.chandashi.chanmama,https://m.appchina.com/app/com.chandashi.chanmama,other,2026-08-03T06:55:59.893Z,https://m.appchina.com/app/com.chandashi.chanmama,appchina.com,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,场景决策型,图文/网页,说明/其他,综合运营/其他,否,,,
CIT-R2-Q0042-D1-R2-06,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0042-D1-R2,Q0042,2026竞品分析软件推荐，功能 / 价格 / 覆盖平台全对比_数据_工具_企业,https://m.sohu.com/a/1001303767_122020115,https://m.sohu.com/a/1001303767_122020115,https://m.sohu.com/a/1001303767_122020115,other,2026-08-03T06:55:59.893Z,https://m.sohu.com/a/1001303767_122020115,sohu.com,新闻/门户/自媒体,媒体或自媒体平台,搜狐,否,否,,工具推荐问题,场景决策型,图文/网页,推荐/对比/清单,数据工具/分析,否,,,
CIT-R2-Q0042-D1-R2-07,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0042-D1-R2,Q0042,罗盘双11大促作战攻略,https://school.jinritemai.com/doudian/wap/course-series/cHcPPwSCPcym/cHcPPwSCPcymlHcQ92eWjVwa,https://school.jinritemai.com/doudian/wap/course-series/cHcPPwSCPcym/cHcPPwSCPcymlHcQ92eWjVwa,https://school.jinritemai.com/doudian/wap/course-series/cHcPPwSCPcym/cHcPPwSCPcymlHcQ92eWjVwa,other,2026-08-03T06:55:59.893Z,https://school.jinritemai.com/doudian/wap/course-series/cHcPPwSCPcym/cHcPPwSCPcymlHcQ92eWjVwa,jinritemai.com,字节/头条系其他,平台或产品来源,字节跳动/头条系,是,否,,工具推荐问题,场景决策型,图文/网页,教程/操作指南,综合运营/其他,是,,,
CIT-R2-Q0042-D1-R2-08,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0042-D1-R2,Q0042,抖音电商罗盘最新最全介绍手册(达人版),https://school.jinritemai.com/doudian/web/article/113166,https://school.jinritemai.com/doudian/web/article/113166,https://school.jinritemai.com/doudian/web/article/113166,other,2026-08-03T06:55:59.893Z,https://school.jinritemai.com/doudian/web/article/113166,jinritemai.com,字节/头条系其他,平台或产品来源,字节跳动/头条系,是,否,,工具推荐问题,场景决策型,图文/网页,教程/操作指南,达人/带货,是,,,
CIT-R2-Q0042-D1-R2-09,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0042-D1-R2,Q0042,抖音电商生意放大器 巨量千川,https://9th.tma999.com/uploads/soft/221007/1-22100GFR2.pdf,https://9th.tma999.com/uploads/soft/221007/1-22100GFR2.pdf,https://9th.tma999.com/uploads/soft/221007/1-22100GFR2.pdf,other,2026-08-03T06:55:59.893Z,https://9th.tma999.com/uploads/soft/221007/1-22100GFR2.pdf,tma999.com,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,场景决策型,PDF/图文报告,说明/其他,广告投放,否,,,
CIT-R2-Q0042-D1-R2-10,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0042-D1-R2,Q0042,作为直播运营每天要看哪些页面和数据 #直播运营 #直播电商 #直播带货 #巨量千川 #电商罗盘,https://www.douyin.com/video/7643054373443405411,https://www.douyin.com/video/7643054373443405411,https://www.douyin.com/video/7643054373443405411,other,2026-08-03T06:55:59.893Z,https://www.douyin.com/video/7643054373443405411,douyin.com,抖音视频,创作者视频,字节跳动/头条系,是,是,7643054373443405411,工具推荐问题,场景决策型,视频,说明/其他,直播运营,否,,,
CIT-R2-Q0042-D1-R2-11,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0042-D1-R2,Q0042,【数据参谋】 - 帮助中心 - 巨量百应帮助中心,https://buyin.jinritemai.com/helpcenter/5124/47267,https://buyin.jinritemai.com/helpcenter/5124/47267,https://buyin.jinritemai.com/helpcenter/5124/47267,other,2026-08-03T06:55:59.893Z,https://buyin.jinritemai.com/helpcenter/5124/47267,jinritemai.com,字节/头条系其他,平台或产品来源,字节跳动/头条系,是,否,,工具推荐问题,场景决策型,图文/网页,说明/其他,数据工具/分析,否,,,
CIT-R2-Q0042-D1-R2-12,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0042-D1-R2,Q0042,数据化运营& 罗盘官方系列课程,https://school.jinritemai.com/doudian/wap/course-series/cHPuNmhxg7Ya/cHPuNmhxg7YalHPx4rb3XC8V?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/wap/course-series/cHPuNmhxg7Ya/cHPuNmhxg7YalHPx4rb3XC8V?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/wap/course-series/cHPuNmhxg7Ya/cHPuNmhxg7YalHPx4rb3XC8V?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,other,2026-08-03T06:55:59.893Z,https://school.jinritemai.com/doudian/wap/course-series/cHPuNmhxg7Ya/cHPuNmhxg7YalHPx4rb3XC8V?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,jinritemai.com,字节/头条系其他,平台或产品来源,字节跳动/头条系,是,否,,工具推荐问题,场景决策型,图文/网页,说明/其他,数据工具/分析,否,,,
CIT-R2-Q0042-D1-R2-13,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0042-D1-R2,Q0042,飞瓜数据 - 短视频直播电商全链路数据分析工具,https://deepnavi.cn/ai-new-media/fei-gua-shu-ju-1,https://deepnavi.cn/ai-new-media/fei-gua-shu-ju-1,https://deepnavi.cn/ai-new-media/fei-gua-shu-ju-1,other,2026-08-03T06:55:59.893Z,https://deepnavi.cn/ai-new-media/fei-gua-shu-ju-1,deepnavi.cn,企业官网/工具平台,企业或垂直站点,外部企业,否,否,,工具推荐问题,场景决策型,图文/网页,推荐/对比/清单,直播运营,否,,,
